# Energy(MeV) Phi16_Spherical Phi84_Spherical
3.345278e+00 1.817229e+08 9.637163e+08
3.378606e+00 1.767601e+08 9.406088e+08
3.412266e+00 1.719328e+08 9.175147e+08
3.446261e+00 1.672374e+08 8.955824e+08
3.480595e+00 1.626702e+08 8.739873e+08
3.515271e+00 1.581697e+08 8.534076e+08
3.550293e+00 1.537021e+08 8.325635e+08
3.585664e+00 1.492419e+08 8.117150e+08
3.621386e+00 1.448895e+08 7.924493e+08
3.657465e+00 1.406818e+08 7.747788e+08
3.693903e+00 1.367928e+08 7.562358e+08
3.730705e+00 1.328465e+08 7.376203e+08
3.767873e+00 1.290566e+08 7.200676e+08
3.805411e+00 1.255407e+08 7.042884e+08
3.843323e+00 1.220646e+08 6.866180e+08
3.881613e+00 1.185275e+08 6.710822e+08
3.920284e+00 1.151285e+08 6.558696e+08
3.959341e+00 1.118909e+08 6.409508e+08
3.998787e+00 1.087699e+08 6.259477e+08
4.038625e+00 1.056485e+08 6.103385e+08
4.078861e+00 1.027130e+08 5.955057e+08
4.119497e+00 9.993983e+07 5.798920e+08
4.160539e+00 9.715269e+07 5.651167e+08
4.201989e+00 9.444327e+07 5.506736e+08
4.243852e+00 9.180941e+07 5.359952e+08
4.286132e+00 8.924901e+07 5.221248e+08
4.328834e+00 8.676001e+07 5.097498e+08
4.371961e+00 8.434043e+07 4.976448e+08
4.415517e+00 8.199123e+07 4.858093e+08
4.459508e+00 7.972428e+07 4.740683e+08
4.503936e+00 7.755522e+07 4.616448e+08
4.548808e+00 7.544917e+07 4.494090e+08
4.594126e+00 7.330758e+07 4.389350e+08
4.639896e+00 7.122678e+07 4.280654e+08
4.686122e+00 6.922190e+07 4.172578e+08
4.732808e+00 6.726625e+07 4.068217e+08
4.779960e+00 6.534545e+07 3.980082e+08
4.827581e+00 6.351699e+07 3.893698e+08
4.875677e+00 6.169938e+07 3.809035e+08
4.924252e+00 5.993425e+07 3.724762e+08
4.973311e+00 5.822278e+07 3.637968e+08
5.022858e+00 5.656781e+07 3.538605e+08
5.072900e+00 5.497867e+07 3.437788e+08
5.123439e+00 5.343785e+07 3.352050e+08
5.174483e+00 5.194157e+07 3.280538e+08
5.226035e+00 5.048718e+07 3.190571e+08
5.278100e+00 4.907352e+07 3.111500e+08
5.330684e+00 4.770060e+07 3.035386e+08
5.383792e+00 4.636909e+07 2.964307e+08
5.437429e+00 4.507672e+07 2.894828e+08
5.491601e+00 4.382571e+07 2.819533e+08
5.546312e+00 4.258187e+07 2.748577e+08
5.601568e+00 4.139019e+07 2.680438e+08
5.657375e+00 4.024601e+07 2.612080e+08
5.713738e+00 3.914793e+07 2.542141e+08
5.770662e+00 3.803826e+07 2.474218e+08
5.828153e+00 3.695173e+07 2.408020e+08
5.886217e+00 3.591465e+07 2.347252e+08
5.944860e+00 3.493307e+07 2.292228e+08
6.004087e+00 3.395934e+07 2.239242e+08
6.063904e+00 3.299544e+07 2.187401e+08
6.124317e+00 3.205923e+07 2.132861e+08
6.185331e+00 3.115937e+07 2.077766e+08
6.246954e+00 3.027669e+07 2.026148e+08
6.309191e+00 2.941139e+07 1.972921e+08
6.372047e+00 2.857127e+07 1.925906e+08
6.435530e+00 2.776296e+07 1.879557e+08
6.499645e+00 2.698217e+07 1.833231e+08
6.564399e+00 2.622373e+07 1.785946e+08
6.629798e+00 2.548683e+07 1.740680e+08
6.695849e+00 2.477064e+07 1.697492e+08
6.762558e+00 2.407201e+07 1.655059e+08
6.829931e+00 2.339007e+07 1.609890e+08
6.897976e+00 2.272744e+07 1.565589e+08
6.966698e+00 2.208487e+07 1.524730e+08
7.036105e+00 2.147708e+07 1.487379e+08
7.106204e+00 2.088983e+07 1.446820e+08
7.177001e+00 2.031601e+07 1.410323e+08
7.248503e+00 1.976211e+07 1.372390e+08
7.320718e+00 1.922145e+07 1.334964e+08
7.393652e+00 1.868868e+07 1.299342e+08
7.467313e+00 1.816665e+07 1.263437e+08
7.541707e+00 1.765920e+07 1.229789e+08
7.616843e+00 1.716568e+07 1.198673e+08
7.692728e+00 1.668491e+07 1.169260e+08
7.769368e+00 1.621295e+07 1.139335e+08
7.846772e+00 1.575611e+07 1.109399e+08
7.924947e+00 1.531215e+07 1.079510e+08
8.003901e+00 1.488071e+07 1.052327e+08
8.083641e+00 1.446292e+07 1.025360e+08
8.164176e+00 1.405687e+07 9.983400e+07
8.245513e+00 1.366222e+07 9.717992e+07
8.327661e+00 1.327864e+07 9.446628e+07
8.410627e+00 1.290584e+07 9.193704e+07
8.494420e+00 1.254350e+07 8.946531e+07
8.579047e+00 1.219134e+07 8.702518e+07
8.664517e+00 1.184906e+07 8.464443e+07
8.750839e+00 1.151639e+07 8.232177e+07
8.838021e+00 1.119306e+07 8.020856e+07
8.926072e+00 1.087881e+07 7.805809e+07
9.015000e+00 1.057338e+07 7.594344e+07
9.104813e+00 1.027653e+07 7.387297e+07
9.195522e+00 9.988013e+06 7.185325e+07
9.287134e+00 9.708033e+06 6.987463e+07
9.379659e+00 9.436781e+06 6.794087e+07
9.473106e+00 9.171985e+06 6.605473e+07
9.567484e+00 8.914333e+06 6.418650e+07
9.662802e+00 8.666666e+06 6.247198e+07
9.759069e+00 8.426321e+06 6.082228e+07
9.856296e+00 8.192642e+06 5.918598e+07
9.954491e+00 7.965444e+06 5.758782e+07
1.005366e+01 7.744546e+06 5.599471e+07
1.015383e+01 7.530163e+06 5.443395e+07
1.025499e+01 7.321589e+06 5.291201e+07
1.035715e+01 7.117330e+06 5.142084e+07
1.046034e+01 6.918770e+06 4.994775e+07
1.056455e+01 6.725975e+06 4.850174e+07
1.066980e+01 6.541089e+06 4.714733e+07
1.077610e+01 6.361285e+06 4.581040e+07
1.088346e+01 6.186424e+06 4.450785e+07
1.099189e+01 6.016056e+06 4.324145e+07
1.110140e+01 5.844198e+06 4.200325e+07
1.121200e+01 5.676908e+06 4.079482e+07
1.132370e+01 5.514407e+06 3.962116e+07
1.143652e+01 5.358573e+06 3.848126e+07
1.155046e+01 5.208653e+06 3.738771e+07
1.166553e+01 5.063875e+06 3.633884e+07
1.178175e+01 4.925954e+06 3.528180e+07
1.189913e+01 4.788715e+06 3.426105e+07
1.201767e+01 4.653879e+06 3.328410e+07
1.213740e+01 4.522923e+06 3.232960e+07
1.225832e+01 4.395651e+06 3.140181e+07
1.238045e+01 4.271961e+06 3.050066e+07
1.250379e+01 4.151752e+06 2.962536e+07
1.262836e+01 4.034925e+06 2.877518e+07
1.275418e+01 3.921420e+06 2.794940e+07
1.288124e+01 3.811534e+06 2.714732e+07
1.300958e+01 3.704727e+06 2.639707e+07
1.313919e+01 3.600914e+06 2.566086e+07
1.327009e+01 3.500009e+06 2.492494e+07
1.340229e+01 3.401932e+06 2.420853e+07
1.353582e+01 3.306603e+06 2.350601e+07
1.367067e+01 3.213946e+06 2.282389e+07
1.380687e+01 3.123885e+06 2.218135e+07
1.394442e+01 3.036348e+06 2.153554e+07
1.408334e+01 2.951264e+06 2.091451e+07
1.422365e+01 2.868564e+06 2.031665e+07
1.436536e+01 2.788181e+06 1.973339e+07
1.450848e+01 2.710051e+06 1.916619e+07
1.465302e+01 2.634110e+06 1.861505e+07
1.479900e+01 2.560297e+06 1.807950e+07
1.494644e+01 2.488553e+06 1.756547e+07
