# Energy(MeV) Phi16_Planar Phi84_Planar
1.189913e+01 1.197179e+06 8.565263e+06
1.201767e+01 1.163470e+06 8.321026e+06
1.213740e+01 1.130731e+06 8.082399e+06
1.225832e+01 1.098913e+06 7.850453e+06
1.238045e+01 1.067990e+06 7.625164e+06
1.250379e+01 1.037938e+06 7.406340e+06
1.262836e+01 1.008731e+06 7.193796e+06
1.275418e+01 9.803549e+05 6.987351e+06
1.288124e+01 9.528835e+05 6.786831e+06
1.300958e+01 9.261818e+05 6.599267e+06
1.313919e+01 9.002284e+05 6.415216e+06
1.327009e+01 8.750023e+05 6.231236e+06
1.340229e+01 8.504830e+05 6.052132e+06
1.353582e+01 8.266509e+05 5.876503e+06
1.367067e+01 8.034865e+05 5.705972e+06
1.380687e+01 7.809713e+05 5.545339e+06
1.394442e+01 7.590870e+05 5.383884e+06
1.408334e+01 7.378159e+05 5.228628e+06
1.422365e+01 7.171409e+05 5.079164e+06
1.436536e+01 6.970453e+05 4.933347e+06
1.450848e+01 6.775127e+05 4.791548e+06
1.465302e+01 6.585275e+05 4.653761e+06
1.479900e+01 6.400744e+05 4.519875e+06
1.494644e+01 6.221383e+05 4.391368e+06
