# Energy(MeV) Fluence_Planar_Median(cm^-2*MeV^-1)
4.251791e+02 2.528160e+02
4.304819e+02 2.440636e+02
4.358509e+02 2.357872e+02
4.412868e+02 2.276825e+02
4.467905e+02 2.197321e+02
4.523629e+02 2.121747e+02
4.580047e+02 2.048850e+02
4.637170e+02 1.978498e+02
4.695004e+02 1.911411e+02
4.753560e+02 1.846463e+02
4.812847e+02 1.782857e+02
4.872873e+02 1.721443e+02
4.933647e+02 1.662144e+02
4.995179e+02 1.604888e+02
5.057479e+02 1.549653e+02
5.120556e+02 1.496729e+02
5.184420e+02 1.445613e+02
5.249080e+02 1.395871e+02
5.314546e+02 1.347580e+02
5.380829e+02 1.301687e+02
5.447939e+02 1.257154e+02
5.515885e+02 1.214479e+02
5.584679e+02 1.172908e+02
5.654331e+02 1.132576e+02
5.724852e+02 1.093631e+02
5.796252e+02 1.056293e+02
5.868543e+02 1.020408e+02
5.941736e+02 9.864748e+01
6.015841e+02 9.528468e+01
6.090870e+02 9.202511e+01
6.166836e+02 8.887707e+01
6.243748e+02 8.583925e+01
6.321620e+02 8.290770e+01
6.400463e+02 8.007628e+01
6.480290e+02 7.734653e+01
6.561112e+02 7.472728e+01
6.642942e+02 7.219673e+01
6.725793e+02 6.975188e+01
6.809677e+02 6.738982e+01
6.894607e+02 6.510775e+01
6.980596e+02 6.290296e+01
7.067658e+02 6.077284e+01
7.155806e+02 5.871485e+01
7.245053e+02 5.672655e+01
7.335413e+02 5.480559e+01
7.426901e+02 5.294968e+01
7.519529e+02 5.115662e+01
7.613312e+02 4.942427e+01
7.708265e+02 4.774426e+01
7.804403e+02 4.610866e+01
7.901739e+02 4.452783e+01
8.000290e+02 4.300119e+01
8.100069e+02 4.152691e+01
8.201093e+02 4.010317e+01
8.303377e+02 3.872824e+01
8.406937e+02 3.740046e+01
8.511788e+02 3.611820e+01
8.617947e+02 3.487991e+01
8.725430e+02 3.368407e+01
8.834253e+02 3.252924e+01
8.944434e+02 3.141399e+01
9.055989e+02 3.033699e+01
9.168935e+02 2.929691e+01
9.283290e+02 2.829250e+01
9.399071e+02 2.733742e+01
9.516296e+02 2.641853e+01
9.634983e+02 2.553053e+01
9.755150e+02 2.467238e+01
9.876816e+02 2.384308e+01
1.000000e+03 2.304166e+01
